id,source_url,local_path,filename,alt,role,content_type,used_on_source_pages,status
image-119,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/disability.png.30.png,/assets/source/disability-access-apartments-90245ca5.png,disability-access-apartments-90245ca5.png,Disability Access Apartments,img,image/png,https://www.woodscrossingslc.com/ | https://www.woodscrossingslc.com/accessibility-statement | https://www.woodscrossingslc.com/amenities | https://www.woodscrossingslc.com/apartment-search | https://www.woodscrossingslc.com/apartments/layout-a | https://www.woodscrossingslc.com/apartments/layout-b | https://www.woodscrossingslc.com/apartments/layout-c | https://www.woodscrossingslc.com/apartments/layout-d | https://www.woodscrossingslc.com/apply-now | https://www.woodscrossingslc.com/apply-now/layout-a/6a | https://www.woodscrossingslc.com/apply-now/layout-a/7e | https://www.woodscrossingslc.com/apply-now/layout-b/1d | https://www.woodscrossingslc.com/apply-now/layout-b/8f | https://www.woodscrossingslc.com/apply-now/layout-c/1g | https://www.woodscrossingslc.com/apply-now/layout-d/1h | https://www.woodscrossingslc.com/apply-now/layout-d/8j | https://www.woodscrossingslc.com/apply-online | https://www.woodscrossingslc.com/availability | https://www.woodscrossingslc.com/contact | https://www.woodscrossingslc.com/disclosure-fees | https://www.woodscrossingslc.com/floor-plans | https://www.woodscrossingslc.com/frequently-asked-questions | https://www.woodscrossingslc.com/gallery | https://www.woodscrossingslc.com/getdirections | https://www.woodscrossingslc.com/neighborhood | https://www.woodscrossingslc.com/north-salt-lake-ut/amenities | https://www.woodscrossingslc.com/north-salt-lake-ut/neighborhood | https://www.woodscrossingslc.com/pet-friendly | https://www.woodscrossingslc.com/privacy-policy | https://www.woodscrossingslc.com/rental-scams | https://www.woodscrossingslc.com/residents | https://www.woodscrossingslc.com/reviews | https://www.woodscrossingslc.com/schedule-a-tour | https://www.woodscrossingslc.com/terms | https://www.woodscrossingslc.com/terms-of-service | https://www.woodscrossingslc.com/termsofservice | https://www.woodscrossingslc.com/virtual-leasing | https://www.woodscrossingslc.com/virtual-tours,downloaded
image-120,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/disability.png.30.webp,/assets/source/disability-82c6b1a7.30.webp,disability-82c6b1a7.30.webp,,source,image/webp,https://www.woodscrossingslc.com/ | https://www.woodscrossingslc.com/accessibility-statement | https://www.woodscrossingslc.com/amenities | https://www.woodscrossingslc.com/apartment-search | https://www.woodscrossingslc.com/apartments/layout-a | https://www.woodscrossingslc.com/apartments/layout-b | https://www.woodscrossingslc.com/apartments/layout-c | https://www.woodscrossingslc.com/apartments/layout-d | https://www.woodscrossingslc.com/apply-now | https://www.woodscrossingslc.com/apply-now/layout-a/6a | https://www.woodscrossingslc.com/apply-now/layout-a/7e | https://www.woodscrossingslc.com/apply-now/layout-b/1d | https://www.woodscrossingslc.com/apply-now/layout-b/8f | https://www.woodscrossingslc.com/apply-now/layout-c/1g | https://www.woodscrossingslc.com/apply-now/layout-d/1h | https://www.woodscrossingslc.com/apply-now/layout-d/8j | https://www.woodscrossingslc.com/apply-online | https://www.woodscrossingslc.com/availability | https://www.woodscrossingslc.com/contact | https://www.woodscrossingslc.com/disclosure-fees | https://www.woodscrossingslc.com/floor-plans | https://www.woodscrossingslc.com/frequently-asked-questions | https://www.woodscrossingslc.com/gallery | https://www.woodscrossingslc.com/getdirections | https://www.woodscrossingslc.com/neighborhood | https://www.woodscrossingslc.com/north-salt-lake-ut/amenities | https://www.woodscrossingslc.com/north-salt-lake-ut/neighborhood | https://www.woodscrossingslc.com/pet-friendly | https://www.woodscrossingslc.com/privacy-policy | https://www.woodscrossingslc.com/rental-scams | https://www.woodscrossingslc.com/residents | https://www.woodscrossingslc.com/reviews | https://www.woodscrossingslc.com/schedule-a-tour | https://www.woodscrossingslc.com/terms | https://www.woodscrossingslc.com/terms-of-service | https://www.woodscrossingslc.com/termsofservice | https://www.woodscrossingslc.com/virtual-leasing | https://www.woodscrossingslc.com/virtual-tours,downloaded
image-121,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/fair-housing.png.30.png,/assets/source/equal-housing-woods-crossing-apartments-da232517.png,equal-housing-woods-crossing-apartments-da232517.png,Equal Housing Woods Crossing Apartments,img,image/png,https://www.woodscrossingslc.com/ | https://www.woodscrossingslc.com/accessibility-statement | https://www.woodscrossingslc.com/amenities | https://www.woodscrossingslc.com/apartment-search | https://www.woodscrossingslc.com/apartments/layout-a | https://www.woodscrossingslc.com/apartments/layout-b | https://www.woodscrossingslc.com/apartments/layout-c | https://www.woodscrossingslc.com/apartments/layout-d | https://www.woodscrossingslc.com/apply-now | https://www.woodscrossingslc.com/apply-now/layout-a/6a | https://www.woodscrossingslc.com/apply-now/layout-a/7e | https://www.woodscrossingslc.com/apply-now/layout-b/1d | https://www.woodscrossingslc.com/apply-now/layout-b/8f | https://www.woodscrossingslc.com/apply-now/layout-c/1g | https://www.woodscrossingslc.com/apply-now/layout-d/1h | https://www.woodscrossingslc.com/apply-now/layout-d/8j | https://www.woodscrossingslc.com/apply-online | https://www.woodscrossingslc.com/availability | https://www.woodscrossingslc.com/contact | https://www.woodscrossingslc.com/disclosure-fees | https://www.woodscrossingslc.com/floor-plans | https://www.woodscrossingslc.com/frequently-asked-questions | https://www.woodscrossingslc.com/gallery | https://www.woodscrossingslc.com/getdirections | https://www.woodscrossingslc.com/neighborhood | https://www.woodscrossingslc.com/north-salt-lake-ut/amenities | https://www.woodscrossingslc.com/north-salt-lake-ut/neighborhood | https://www.woodscrossingslc.com/pet-friendly | https://www.woodscrossingslc.com/privacy-policy | https://www.woodscrossingslc.com/rental-scams | https://www.woodscrossingslc.com/residents | https://www.woodscrossingslc.com/reviews | https://www.woodscrossingslc.com/schedule-a-tour | https://www.woodscrossingslc.com/terms | https://www.woodscrossingslc.com/terms-of-service | https://www.woodscrossingslc.com/termsofservice | https://www.woodscrossingslc.com/virtual-leasing | https://www.woodscrossingslc.com/virtual-tours,downloaded
image-122,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/fair-housing.png.30.webp,/assets/source/fair-housing-3418ef1b.30.webp,fair-housing-3418ef1b.30.webp,,source,image/webp,https://www.woodscrossingslc.com/ | https://www.woodscrossingslc.com/accessibility-statement | https://www.woodscrossingslc.com/amenities | https://www.woodscrossingslc.com/apartment-search | https://www.woodscrossingslc.com/apartments/layout-a | https://www.woodscrossingslc.com/apartments/layout-b | https://www.woodscrossingslc.com/apartments/layout-c | https://www.woodscrossingslc.com/apartments/layout-d | https://www.woodscrossingslc.com/apply-now | https://www.woodscrossingslc.com/apply-now/layout-a/6a | https://www.woodscrossingslc.com/apply-now/layout-a/7e | https://www.woodscrossingslc.com/apply-now/layout-b/1d | https://www.woodscrossingslc.com/apply-now/layout-b/8f | https://www.woodscrossingslc.com/apply-now/layout-c/1g | https://www.woodscrossingslc.com/apply-now/layout-d/1h | https://www.woodscrossingslc.com/apply-now/layout-d/8j | https://www.woodscrossingslc.com/apply-online | https://www.woodscrossingslc.com/availability | https://www.woodscrossingslc.com/contact | https://www.woodscrossingslc.com/disclosure-fees | https://www.woodscrossingslc.com/floor-plans | https://www.woodscrossingslc.com/frequently-asked-questions | https://www.woodscrossingslc.com/gallery | https://www.woodscrossingslc.com/getdirections | https://www.woodscrossingslc.com/neighborhood | https://www.woodscrossingslc.com/north-salt-lake-ut/amenities | https://www.woodscrossingslc.com/north-salt-lake-ut/neighborhood | https://www.woodscrossingslc.com/pet-friendly | https://www.woodscrossingslc.com/privacy-policy | https://www.woodscrossingslc.com/rental-scams | https://www.woodscrossingslc.com/residents | https://www.woodscrossingslc.com/reviews | https://www.woodscrossingslc.com/schedule-a-tour | https://www.woodscrossingslc.com/terms | https://www.woodscrossingslc.com/terms-of-service | https://www.woodscrossingslc.com/termsofservice | https://www.woodscrossingslc.com/virtual-leasing | https://www.woodscrossingslc.com/virtual-tours,downloaded
image-123,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/pet-friendly.png.30.png,/assets/source/pet-friendly-apartments-in-north-salt-lake-691e29b9.png,pet-friendly-apartments-in-north-salt-lake-691e29b9.png,Pet Friendly Apartments in North Salt Lake,img,image/png,https://www.woodscrossingslc.com/ | https://www.woodscrossingslc.com/accessibility-statement | https://www.woodscrossingslc.com/amenities | https://www.woodscrossingslc.com/apartment-search | https://www.woodscrossingslc.com/apartments/layout-a | https://www.woodscrossingslc.com/apartments/layout-b | https://www.woodscrossingslc.com/apartments/layout-c | https://www.woodscrossingslc.com/apartments/layout-d | https://www.woodscrossingslc.com/apply-now | https://www.woodscrossingslc.com/apply-now/layout-a/6a | https://www.woodscrossingslc.com/apply-now/layout-a/7e | https://www.woodscrossingslc.com/apply-now/layout-b/1d | https://www.woodscrossingslc.com/apply-now/layout-b/8f | https://www.woodscrossingslc.com/apply-now/layout-c/1g | https://www.woodscrossingslc.com/apply-now/layout-d/1h | https://www.woodscrossingslc.com/apply-now/layout-d/8j | https://www.woodscrossingslc.com/apply-online | https://www.woodscrossingslc.com/availability | https://www.woodscrossingslc.com/contact | https://www.woodscrossingslc.com/disclosure-fees | https://www.woodscrossingslc.com/floor-plans | https://www.woodscrossingslc.com/frequently-asked-questions | https://www.woodscrossingslc.com/gallery | https://www.woodscrossingslc.com/getdirections | https://www.woodscrossingslc.com/neighborhood | https://www.woodscrossingslc.com/north-salt-lake-ut/amenities | https://www.woodscrossingslc.com/north-salt-lake-ut/neighborhood | https://www.woodscrossingslc.com/pet-friendly | https://www.woodscrossingslc.com/privacy-policy | https://www.woodscrossingslc.com/rental-scams | https://www.woodscrossingslc.com/residents | https://www.woodscrossingslc.com/reviews | https://www.woodscrossingslc.com/schedule-a-tour | https://www.woodscrossingslc.com/terms | https://www.woodscrossingslc.com/terms-of-service | https://www.woodscrossingslc.com/termsofservice | https://www.woodscrossingslc.com/virtual-leasing | https://www.woodscrossingslc.com/virtual-tours,downloaded
image-124,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/pet-friendly.png.30.webp,/assets/source/pet-friendly-99412b23.30.webp,pet-friendly-99412b23.30.webp,,source,image/webp,https://www.woodscrossingslc.com/ | https://www.woodscrossingslc.com/accessibility-statement | https://www.woodscrossingslc.com/amenities | https://www.woodscrossingslc.com/apartment-search | https://www.woodscrossingslc.com/apartments/layout-a | https://www.woodscrossingslc.com/apartments/layout-b | https://www.woodscrossingslc.com/apartments/layout-c | https://www.woodscrossingslc.com/apartments/layout-d | https://www.woodscrossingslc.com/apply-now | https://www.woodscrossingslc.com/apply-now/layout-a/6a | https://www.woodscrossingslc.com/apply-now/layout-a/7e | https://www.woodscrossingslc.com/apply-now/layout-b/1d | https://www.woodscrossingslc.com/apply-now/layout-b/8f | https://www.woodscrossingslc.com/apply-now/layout-c/1g | https://www.woodscrossingslc.com/apply-now/layout-d/1h | https://www.woodscrossingslc.com/apply-now/layout-d/8j | https://www.woodscrossingslc.com/apply-online | https://www.woodscrossingslc.com/availability | https://www.woodscrossingslc.com/contact | https://www.woodscrossingslc.com/disclosure-fees | https://www.woodscrossingslc.com/floor-plans | https://www.woodscrossingslc.com/frequently-asked-questions | https://www.woodscrossingslc.com/gallery | https://www.woodscrossingslc.com/getdirections | https://www.woodscrossingslc.com/neighborhood | https://www.woodscrossingslc.com/north-salt-lake-ut/amenities | https://www.woodscrossingslc.com/north-salt-lake-ut/neighborhood | https://www.woodscrossingslc.com/pet-friendly | https://www.woodscrossingslc.com/privacy-policy | https://www.woodscrossingslc.com/rental-scams | https://www.woodscrossingslc.com/residents | https://www.woodscrossingslc.com/reviews | https://www.woodscrossingslc.com/schedule-a-tour | https://www.woodscrossingslc.com/terms | https://www.woodscrossingslc.com/terms-of-service | https://www.woodscrossingslc.com/termsofservice | https://www.woodscrossingslc.com/virtual-leasing | https://www.woodscrossingslc.com/virtual-tours,downloaded
image-125,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/virtual-leasing1.png.png,/assets/source/virtual-leasing-step-1-ee8aae2c.png,virtual-leasing-step-1-ee8aae2c.png,Virtual Leasing Step 1,img,image/png,https://www.woodscrossingslc.com/virtual-leasing,downloaded
image-126,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/virtual-leasing2.png.png,/assets/source/virtual-leasing-step-2-21e8b45e.png,virtual-leasing-step-2-21e8b45e.png,Virtual Leasing Step 2,img,image/png,https://www.woodscrossingslc.com/virtual-leasing,downloaded
image-127,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/virtual-leasing3.png.png,/assets/source/virtual-leasing-step-3-e8dd993f.png,virtual-leasing-step-3-e8dd993f.png,Virtual Leasing Step 3,img,image/png,https://www.woodscrossingslc.com/virtual-leasing,downloaded
image-128,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/virtual-leasing4.png.png,/assets/source/virtual-leasing-step-4-0f4e6589.png,virtual-leasing-step-4-0f4e6589.png,Virtual Leasing Step 4,img,image/png,https://www.woodscrossingslc.com/virtual-leasing,downloaded
image-129,https://assets.marketapts.com/assets/converted/COMMON/assets/imagefroms3/COMMON/images/common/virtual-leasing5.png.png,/assets/source/virtual-leasing-step-5-06ad0006.png,virtual-leasing-step-5-06ad0006.png,Virtual Leasing Step 5,img,image/png,https://www.woodscrossingslc.com/virtual-leasing,downloaded
